,yea,nay,bill,no. yea
155,"['Billig', 'Braun', 'Carlyle', 'Cleveland', 'Conway', 'Darneille', 'Das', 'Dhingra', 'Fortunato', 'Frockt', 'Hasegawa', 'Hobbs', 'Holy', 'Hunt', 'Keiser', 'Kuderer', 'Liias', 'Lovelett', 'McCoy', 'Mullet', 'Nguyen', ""O'Ban"", 'Palumbo', 'Pedersen', 'Randall', 'Rivers', 'Rolfes', 'Saldaña', 'Salomon', 'Van De Wege', 'Wellman', 'Wilson', 'C.']","['Bailey', 'Becker', 'Brown', 'Ericksen', 'Hawkins', 'Honeyford', 'King', 'Padden', 'Schoesler', 'Sheldon', 'Short', 'Wagoner', 'Walsh', 'Warnick', 'Wilson', 'L.', 'Zeiger']",['SHB 1155'],33
158,"['Appleton', 'Bergquist', 'Blake', 'Caldier', 'Callan', 'Chapman', 'Chopp', 'Cody', 'Davis', 'Doglio', 'Dolan', 'Entenman', 'Eslick', 'Fey', 'Fitzgibbon', 'Frame', 'Goehner', 'Goodman', 'Graham', 'Gregerson', 'Harris', 'Hudgins', 'Jinkins', 'Kilduff', 'Kirby', 'Kloba', 'Leavitt', 'Lekanoff', 'Lovick', 'Macri', 'Mead', 'Morgan', 'Morris', 'Ormsby', 'Ortiz-Self', 'Orwall', 'Paul', 'Pellicciotti', 'Peterson', 'Pettigrew', 'Pollet', 'Ramos', 'Reeves', 'Riccelli', 'Robinson', 'Rude', 'Ryu', 'Santos', 'Sells', 'Senn', 'Shewmake', 'Slatter', 'Smith', 'Springer', 'Stanford', 'Steele', 'Stonier', 'Sullivan', 'Tarleton', 'Thai', 'Tharinger', 'Valdez', 'Walen', 'Wylie']","['Barkis', 'Boehnke', 'Chambers', 'Chandler', 'Corry', 'DeBolt', 'Dent', 'Dufault', 'Dye', 'Gildon', 'Griffey', 'Hoff', 'Irwin', 'Jenkin', 'Klippert', 'Kraft', 'Kretz', 'MacEwen', 'Maycumber', 'McCaslin', 'Mosbrucker', 'Orcutt', 'Schmick', 'Shea', 'Stokesbary', 'Sutherland', 'Van Werven', 'Vick', 'Volz', 'Walsh', 'Wilcox', 'Ybarra', 'Young']",['SHB 1158'],64
165,"['Billig', 'Braun', 'Brown', 'Carlyle', 'Cleveland', 'Conway', 'Darneille', 'Das', 'Dhingra', 'Fortunato', 'Frockt', 'Hasegawa', 'Hawkins', 'Hobbs', 'Holy', 'Honeyford', 'Hunt', 'Keiser', 'King', 'Kuderer', 'Liias', 'Lovelett', 'McCoy', 'Mullet', 'Muzzall', 'Nguyen', ""O'Ban"", 'Padden', 'Pedersen', 'Randall', 'Rivers', 'Rolfes', 'Saldaña', 'Salomon', 'Schoesler', 'Sheldon', 'Short', 'Stanford', 'Takko', 'Van De Wege', 'Walsh', 'Warnick', 'Wellman', 'Wilson', 'C.', 'Wilson', 'L.', 'Zeiger']","['Ericksen', 'Wagoner']",['HB 1165'],48
168,"['Appleton', 'Barkis', 'Bergquist', 'Blake', 'Boehnke', 'Caldier', 'Callan', 'Chambers', 'Chapman', 'Chopp', 'Cody', 'Corry', 'Davis', 'DeBolt', 'Dent', 'Doglio', 'Dolan', 'Dufault', 'Dye', 'Entenman', 'Eslick', 'Fey', 'Fitzgibbon', 'Frame', 'Gildon', 'Goehner', 'Goodman', 'Graham', 'Gregerson', 'Griffey', 'Hansen', 'Harris', 'Hoff', 'Hudgins', 'Irwin', 'Jenkin', 'Jinkins', 'Kilduff', 'Kirby', 'Klippert', 'Kloba', 'Kraft', 'Kretz', 'Leavitt', 'Lekanoff', 'Lovick', 'MacEwen', 'Macri', 'Maycumber', 'McCaslin', 'Mead', 'Morgan', 'Mosbrucker', 'Orcutt', 'Ormsby', 'Ortiz-Self', 'Orwall', 'Paul', 'Pellicciotti', 'Peterson', 'Pettigrew', 'Pollet', 'Ramos', 'Reeves', 'Riccelli', 'Robinson', 'Rude', 'Ryu', 'Santos', 'Schmick', 'Sells', 'Senn', 'Shea', 'Shewmake', 'Slatter', 'Springer', 'Stanford', 'Steele', 'Stokesbary', 'Stonier', 'Sullivan', 'Sutherland', 'Tarleton', 'Thai', 'Tharinger', 'Valdez', 'Van Werven', 'Vick', 'Volz', 'Walen', 'Walsh', 'Wilcox', 'Wylie', 'Ybarra', 'Young']",['Chandler'],['SHB 1168'],95
169,"['Appleton', 'Bergquist', 'Blake', 'Caldier', 'Callan', 'Chapman', 'Chopp', 'Cody', 'Davis', 'Doglio', 'Dolan', 'Entenman', 'Fey', 'Fitzgibbon', 'Frame', 'Goehner', 'Goodman', 'Gregerson', 'Griffey', 'Hansen', 'Hudgins', 'Jinkins', 'Kilduff', 'Kirby', 'Kloba', 'Leavitt', 'Lekanoff', 'Lovick', 'Macri', 'Mead', 'Morgan', 'Ormsby', 'Ortiz-Self', 'Orwall', 'Paul', 'Pellicciotti', 'Peterson', 'Pettigrew', 'Pollet', 'Ramos', 'Reeves', 'Riccelli', 'Robinson', 'Rude', 'Ryu', 'Santos', 'Sells', 'Senn', 'Shewmake', 'Slatter', 'Smith', 'Springer', 'Stanford', 'Stokesbary', 'Stonier', 'Sullivan', 'Sutherland', 'Tarleton', 'Thai', 'Tharinger', 'Valdez', 'Walen', 'Wylie', 'Ybarra']","['Barkis', 'Boehnke', 'Chambers', 'Chandler', 'Corry', 'DeBolt', 'Dent', 'Dufault', 'Dye', 'Eslick', 'Gildon', 'Graham', 'Harris', 'Hoff', 'Irwin', 'Jenkin', 'Klippert', 'Kraft', 'Kretz', 'MacEwen', 'Maycumber', 'McCaslin', 'Mosbrucker', 'Orcutt', 'Schmick', 'Shea', 'Steele', 'Van Werven', 'Vick', 'Volz', 'Walsh', 'Wilcox']",['EHB 1169'],64
170,"['Bailey', 'Becker', 'Billig', 'Braun', 'Brown', 'Carlyle', 'Cleveland', 'Conway', 'Darneille', 'Das', 'Dhingra', 'Ericksen', 'Fortunato', 'Frockt', 'Hasegawa', 'Hawkins', 'Hobbs', 'Holy', 'Honeyford', 'Hunt', 'Keiser', 'King', 'Kuderer', 'Liias', 'Lovelett', 'McCoy', 'Mullet', 'Nguyen', ""O'Ban"", 'Padden', 'Palumbo', 'Pedersen', 'Randall', 'Rivers', 'Rolfes', 'Saldaña', 'Schoesler', 'Sheldon', 'Short', 'Takko', 'Wagoner', 'Walsh', 'Warnick', 'Wellman', 'Wilson', 'C.', 'Wilson', 'L.', 'Zeiger']",['Van De Wege'],['SHB 1170'],49
175,"['Becker', 'Billig', 'Braun', 'Carlyle', 'Cleveland', 'Darneille', 'Das', 'Dhingra', 'Frockt', 'Hasegawa', 'Hawkins', 'Hobbs', 'Hunt', 'Keiser', 'King', 'Kuderer', 'Liias', 'Lovelett', 'Mullet', 'Nguyen', ""O'Ban"", 'Palumbo', 'Pedersen', 'Randall', 'Rivers', 'Rolfes', 'Saldaña', 'Salomon', 'Schoesler', 'Takko', 'Van De Wege', 'Wagoner', 'Walsh', 'Wellman', 'Wilson', 'C.', 'Zeiger']","['Bailey', 'Brown', 'Ericksen', 'Fortunato', 'Holy', 'Honeyford', 'Padden', 'Short', 'Warnick', 'Wilson', 'L.']",['EHB 1175'],37
176,"['Bailey', 'Becker', 'Billig', 'Braun', 'Brown', 'Carlyle', 'Cleveland', 'Conway', 'Darneille', 'Das', 'Dhingra', 'Ericksen', 'Fortunato', 'Frockt', 'Hawkins', 'Hobbs', 'Holy', 'Honeyford', 'Hunt', 'Keiser', 'King', 'Kuderer', 'Liias', 'Lovelett', 'Nguyen', ""O'Ban"", 'Padden', 'Palumbo', 'Pedersen', 'Randall', 'Rivers', 'Rolfes', 'Saldaña', 'Salomon', 'Schoesler', 'Sheldon', 'Short', 'Takko', 'Van De Wege', 'Wagoner', 'Walsh', 'Warnick', 'Wellman', 'Wilson', 'C.', 'Zeiger']",['Hasegawa'],['HB 1176'],46
182,"['Billig', 'Carlyle', 'Cleveland', 'Conway', 'Darneille', 'Das', 'Dhingra', 'Frockt', 'Hasegawa', 'Hobbs', 'Hunt', 'Keiser', 'Kuderer', 'Liias', 'Lovelett', 'McCoy', 'Mullet', 'Nguyen', 'Pedersen', 'Randall', 'Rolfes', 'Saldaña', 'Salomon', 'Stanford', 'Takko', 'Van De Wege', 'Wellman', 'Wilson', 'C.']","['Braun', 'Brown', 'Ericksen', 'Fortunato', 'Hawkins', 'Holy', 'Honeyford', 'King', 'Muzzall', ""O'Ban"", 'Padden', 'Rivers', 'Schoesler', 'Sheldon', 'Short', 'Wagoner', 'Walsh', 'Warnick', 'Wilson', 'L.', 'Zeiger']",['2SHB 1182'],29
189,"['Appleton', 'Barkis', 'Bergquist', 'Blake', 'Caldier', 'Callan', 'Chandler', 'Chapman', 'Chopp', 'Cody', 'Corry', 'Davis', 'Doglio', 'Dolan', 'Dye', 'Entenman', 'Eslick', 'Fey', 'Fitzgibbon', 'Frame', 'Goodman', 'Gregerson', 'Griffey', 'Hansen', 'Harris', 'Hudgins', 'Irwin', 'Jinkins', 'Kilduff', 'Kirby', 'Klippert', 'Kloba', 'Kraft', 'Leavitt', 'Lekanoff', 'Lovick', 'MacEwen', 'Macri', 'Maycumber', 'Mead', 'Morgan', 'Morris', 'Mosbrucker', 'Ormsby', 'Ortiz-Self', 'Orwall', 'Pellicciotti', 'Peterson', 'Pettigrew', 'Pollet', 'Ramos', 'Reeves', 'Riccelli', 'Robinson', 'Rude', 'Ryu', 'Santos', 'Sells', 'Senn', 'Shewmake', 'Slatter', 'Smith', 'Springer', 'Stanford', 'Steele', 'Stokesbary', 'Stonier', 'Sullivan', 'Sutherland', 'Tarleton', 'Thai', 'Tharinger', 'Valdez', 'Van Werven', 'Walen', 'Walsh', 'Wilcox', 'Wylie', 'Young']","['Boehnke', 'Chambers', 'DeBolt', 'Dent', 'Dufault', 'Gildon', 'Goehner', 'Graham', 'Hoff', 'Jenkin', 'McCaslin', 'Orcutt', 'Schmick', 'Shea', 'Vick', 'Ybarra']",['SHB 1189'],79
191,"['Billig', 'Carlyle', 'Cleveland', 'Conway', 'Darneille', 'Das', 'Dhingra', 'Frockt', 'Hasegawa', 'Hobbs', 'Hunt', 'Keiser', 'Kuderer', 'Liias', 'Lovelett', 'McCoy', 'Mullet', 'Nguyen', 'Pedersen', 'Randall', 'Rolfes', 'Saldaña', 'Salomon', 'Stanford', 'Takko', 'Van De Wege', 'Wellman', 'Wilson', 'C.']","['Braun', 'Brown', 'Fortunato', 'Hawkins', 'Holy', 'Honeyford', 'King', 'Muzzall', ""O'Ban"", 'Padden', 'Rivers', 'Schoesler', 'Short', 'Wagoner', 'Walsh', 'Warnick', 'Wilson', 'L.', 'Zeiger']",['2SHB 1191'],29
195,"['Bailey', 'Billig', 'Braun', 'Carlyle', 'Cleveland', 'Conway', 'Darneille', 'Das', 'Dhingra', 'Frockt', 'Hasegawa', 'Hawkins', 'Hobbs', 'Hunt', 'Keiser', 'Kuderer', 'Liias', 'Lovelett', 'McCoy', 'Mullet', 'Nguyen', ""O'Ban"", 'Pedersen', 'Randall', 'Rolfes', 'Saldaña', 'Salomon', 'Sheldon', 'Takko', 'Van De Wege', 'Warnick', 'Wellman', 'Wilson', 'C.', 'Zeiger']","['Becker', 'Brown', 'Ericksen', 'Fortunato', 'Holy', 'Honeyford', 'King', 'Padden', 'Palumbo', 'Schoesler', 'Short', 'Wagoner', 'Walsh', 'Wilson', 'L.']",['SHB 1195'],35
196,"['Bailey', 'Becker', 'Billig', 'Braun', 'Brown', 'Carlyle', 'Cleveland', 'Conway', 'Darneille', 'Das', 'Dhingra', 'Ericksen', 'Fortunato', 'Frockt', 'Hasegawa', 'Hawkins', 'Hobbs', 'Holy', 'Honeyford', 'Hunt', 'Keiser', 'King', 'Kuderer', 'Liias', 'Mullet', 'Nguyen', ""O'Ban"", 'Padden', 'Palumbo', 'Pedersen', 'Randall', 'Rivers', 'Rolfes', 'Saldaña', 'Salomon', 'Schoesler', 'Short', 'Takko', 'Van De Wege', 'Wagoner', 'Walsh', 'Warnick', 'Wellman', 'Wilson', 'C.', 'Wilson', 'L.', 'Zeiger']","['Lovelett', 'Sheldon']",['SHB 1196'],48
219,"['Bailey', 'Billig', 'Carlyle', 'Cleveland', 'Conway', 'Darneille', 'Das', 'Dhingra', 'Frockt', 'Hasegawa', 'Hobbs', 'Hunt', 'Keiser', 'Kuderer', 'Liias', 'Lovelett', 'Mullet', 'Nguyen', ""O'Ban"", 'Palumbo', 'Pedersen', 'Randall', 'Rivers', 'Rolfes', 'Saldaña', 'Salomon', 'Takko', 'Van De Wege', 'Wagoner', 'Walsh', 'Warnick', 'Wellman', 'Wilson', 'C.', 'Zeiger']","['Becker', 'Braun', 'Brown', 'Ericksen', 'Fortunato', 'Hawkins', 'Holy', 'Honeyford', 'King', 'Padden', 'Schoesler', 'Sheldon', 'Short']",['EHB 1219'],35
220,"['Barkis', 'Bergquist', 'Blake', 'Boehnke', 'Caldier', 'Callan', 'Chambers', 'Chandler', 'Chapman', 'Chopp', 'Cody', 'Corry', 'Davis', 'DeBolt', 'Dent', 'Doglio', 'Dolan', 'Dufault', 'Dye', 'Entenman', 'Eslick', 'Fey', 'Fitzgibbon', 'Frame', 'Gildon', 'Goehner', 'Goodman', 'Graham', 'Gregerson', 'Griffey', 'Hansen', 'Harris', 'Hoff', 'Hudgins', 'Irwin', 'Jenkin', 'Jinkins', 'Kilduff', 'Kirby', 'Klippert', 'Kloba', 'Kraft', 'Kretz', 'Leavitt', 'Lekanoff', 'Lovick', 'Macri', 'Maycumber', 'McCaslin', 'Mead', 'Morgan', 'Morris', 'Mosbrucker', 'Orcutt', 'Ormsby', 'Ortiz-Self', 'Orwall', 'Paul', 'Pellicciotti', 'Peterson', 'Pettigrew', 'Pollet', 'Ramos', 'Reeves', 'Riccelli', 'Robinson', 'Rude', 'Ryu', 'Santos', 'Schmick', 'Sells', 'Senn', 'Shea', 'Shewmake', 'Slatter', 'Smith', 'Springer', 'Stanford', 'Steele', 'Stokesbary', 'Stonier', 'Sullivan', 'Sutherland', 'Tarleton', 'Thai', 'Tharinger', 'Valdez', 'Van Werven', 'Vick', 'Volz', 'Walen', 'Walsh', 'Wilcox', 'Wylie', 'Ybarra', 'Young']",['MacEwen'],['HB 1220'],96
225,"['Billig', 'Carlyle', 'Cleveland', 'Conway', 'Darneille', 'Das', 'Dhingra', 'Frockt', 'Hasegawa', 'Hobbs', 'Hunt', 'Keiser', 'Kuderer', 'Liias', 'Lovelett', 'Mullet', 'Nguyen', 'Palumbo', 'Pedersen', 'Randall', 'Rolfes', 'Saldaña', 'Salomon', 'Takko', 'Van De Wege', 'Wellman', 'Wilson', 'C.']","['Bailey', 'Becker', 'Braun', 'Brown', 'Ericksen', 'Fortunato', 'Hawkins', 'Holy', 'Honeyford', 'King', ""O'Ban"", 'Padden', 'Rivers', 'Schoesler', 'Sheldon', 'Short', 'Wagoner', 'Walsh', 'Warnick', 'Zeiger']",['SHB 1225'],28
231,"['Barkis', 'Bergquist', 'Blake', 'Boehnke', 'Caldier', 'Callan', 'Chambers', 'Chandler', 'Chapman', 'Chopp', 'Cody', 'Corry', 'Davis', 'DeBolt', 'Dent', 'Doglio', 'Dolan', 'Dufault', 'Dye', 'Entenman', 'Fey', 'Fitzgibbon', 'Gildon', 'Goehner', 'Goodman', 'Graham', 'Gregerson', 'Griffey', 'Hansen', 'Harris', 'Hoff', 'Hudgins', 'Irwin', 'Jenkin', 'Jinkins', 'Kilduff', 'Kirby', 'Klippert', 'Kloba', 'Kraft', 'Kretz', 'Leavitt', 'Lekanoff', 'Lovick', 'MacEwen', 'Macri', 'Maycumber', 'McCaslin', 'Mead', 'Morgan', 'Morris', 'Mosbrucker', 'Orcutt', 'Ormsby', 'Ortiz-Self', 'Orwall', 'Paul', 'Pellicciotti', 'Peterson', 'Pettigrew', 'Ramos', 'Reeves', 'Riccelli', 'Robinson', 'Rude', 'Schmick', 'Sells', 'Shea', 'Shewmake', 'Slatter', 'Smith', 'Springer', 'Stanford', 'Steele', 'Stokesbary', 'Stonier', 'Sullivan', 'Sutherland', 'Tharinger', 'Valdez', 'Van Werven', 'Vick', 'Volz', 'Walen', 'Walsh', 'Wilcox', 'Wylie', 'Ybarra', 'Young']","['Frame', 'Pollet', 'Ryu', 'Santos', 'Senn', 'Tarleton', 'Thai']",['SHB 1231'],89
242,"['Appleton', 'Bergquist', 'Blake', 'Callan', 'Chapman', 'Chopp', 'Cody', 'Davis', 'Doglio', 'Dolan', 'Duerr', 'Entenman', 'Fey', 'Fitzgibbon', 'Frame', 'Goodman', 'Gregerson', 'Hansen', 'Hudgins', 'Jinkins', 'Johnson', 'J.', 'Kilduff', 'Kirby', 'Kloba', 'Leavitt', 'Lekanoff', 'Lovick', 'Macri', 'Mead', 'Morgan', 'Ormsby', 'Ortiz-Self', 'Orwall', 'Paul', 'Pellicciotti', 'Peterson', 'Pettigrew', 'Pollet', 'Ramel', 'Ramos', 'Riccelli', 'Robinson', 'Ryu', 'Santos', 'Sells', 'Senn', 'Shewmake', 'Slatter', 'Springer', 'Stonier', 'Sullivan', 'Tarleton', 'Thai', 'Tharinger', 'Valdez', 'Walen', 'Wylie']","['Barkis', 'Boehnke', 'Caldier', 'Chambers', 'Chandler', 'Corry', 'DeBolt', 'Dent', 'Dufault', 'Dye', 'Eslick', 'Gildon', 'Goehner', 'Graham', 'Griffey', 'Harris', 'Hoff', 'Jenkin', 'Klippert', 'Kraft', 'Kretz', 'MacEwen', 'Maycumber', 'McCaslin', 'Mosbrucker', 'Orcutt', 'Rude', 'Schmick', 'Shea', 'Smith', 'Steele', 'Stokesbary', 'Sutherland', 'Van Werven', 'Vick', 'Volz', 'Walsh', 'Wilcox', 'Ybarra', 'Young']",['HB 1242'],58
254,"['Bailey', 'Becker', 'Billig', 'Braun', 'Brown', 'Carlyle', 'Cleveland', 'Conway', 'Darneille', 'Das', 'Dhingra', 'Ericksen', 'Fortunato', 'Frockt', 'Hawkins', 'Hobbs', 'Holy', 'Honeyford', 'Hunt', 'Keiser', 'King', 'Kuderer', 'Liias', 'Lovelett', 'Mullet', 'Nguyen', ""O'Ban"", 'Padden', 'Palumbo', 'Pedersen', 'Randall', 'Rivers', 'Rolfes', 'Saldaña', 'Salomon', 'Schoesler', 'Sheldon', 'Short', 'Takko', 'Van De Wege', 'Wagoner', 'Walsh', 'Warnick', 'Wellman', 'Wilson', 'C.', 'Zeiger']",['Hasegawa'],['SHB 1254'],47
255,"['Appleton', 'Barkis', 'Bergquist', 'Blake', 'Boehnke', 'Callan', 'Chambers', 'Chapman', 'Chopp', 'Cody', 'Corry', 'Davis', 'DeBolt', 'Dent', 'Doglio', 'Dolan', 'Dufault', 'Dye', 'Entenman', 'Eslick', 'Fey', 'Fitzgibbon', 'Frame', 'Gildon', 'Goehner', 'Goodman', 'Graham', 'Gregerson', 'Griffey', 'Hansen', 'Harris', 'Hoff', 'Hudgins', 'Irwin', 'Jenkin', 'Jinkins', 'Kilduff', 'Kirby', 'Klippert', 'Kloba', 'Kraft', 'Leavitt', 'Lekanoff', 'Lovick', 'MacEwen', 'Macri', 'Maycumber', 'Mead', 'Morgan', 'Morris', 'Mosbrucker', 'Orcutt', 'Ormsby', 'Ortiz-Self', 'Orwall', 'Pellicciotti', 'Peterson', 'Pettigrew', 'Pollet', 'Ramos', 'Reeves', 'Riccelli', 'Robinson', 'Rude', 'Ryu', 'Sells', 'Senn', 'Shewmake', 'Slatter', 'Smith', 'Springer', 'Stanford', 'Steele', 'Stonier', 'Sullivan', 'Sutherland', 'Tarleton', 'Thai', 'Tharinger', 'Valdez', 'Van Werven', 'Vick', 'Walen', 'Walsh', 'Wilcox', 'Wylie', 'Ybarra', 'Young']","['McCaslin', 'Schmick', 'Shea', 'Stokesbary']",['HB 1255'],88
257,"['Billig', 'Carlyle', 'Cleveland', 'Conway', 'Darneille', 'Das', 'Dhingra', 'Frockt', 'Hobbs', 'Hunt', 'Keiser', 'Kuderer', 'Liias', 'Lovelett', 'Nguyen', 'Palumbo', 'Pedersen', 'Randall', 'Rolfes', 'Saldaña', 'Salomon', 'Takko', 'Van De Wege', 'Wellman', 'Wilson', 'C.']","['Bailey', 'Becker', 'Braun', 'Brown', 'Ericksen', 'Fortunato', 'Hasegawa', 'Hawkins', 'Holy', 'Honeyford', 'King', 'Mullet', ""O'Ban"", 'Padden', 'Rivers', 'Schoesler', 'Sheldon', 'Short', 'Wagoner', 'Walsh', 'Warnick', 'Wilson', 'L.', 'Zeiger']",['E3SHB 1257'],26
261,"['Billig', 'Carlyle', 'Cleveland', 'Conway', 'Darneille', 'Das', 'Dhingra', 'Frockt', 'Hasegawa', 'Hawkins', 'Hobbs', 'Holy', 'Hunt', 'Keiser', 'Kuderer', 'Liias', 'Lovelett', 'McCoy', 'Mullet', 'Muzzall', 'Nguyen', ""O'Ban"", 'Pedersen', 'Randall', 'Rivers', 'Rolfes', 'Saldaña', 'Salomon', 'Schoesler', 'Stanford', 'Takko', 'Van De Wege', 'Walsh', 'Warnick', 'Wellman', 'Wilson', 'C.', 'Zeiger']","['Becker', 'Braun', 'Brown', 'Ericksen', 'Fortunato', 'Honeyford', 'King', 'Short', 'Wagoner', 'Wilson', 'L.']",['ESHB 1261'],38
272,"['Appleton', 'Barkis', 'Bergquist', 'Blake', 'Boehnke', 'Caldier', 'Callan', 'Chambers', 'Chandler', 'Chapman', 'Chopp', 'Cody', 'Davis', 'Doglio', 'Dolan', 'Duerr', 'Dufault', 'Dye', 'Entenman', 'Eslick', 'Fey', 'Fitzgibbon', 'Frame', 'Gildon', 'Goehner', 'Goodman', 'Graham', 'Gregerson', 'Griffey', 'Hansen', 'Harris', 'Hoff', 'Irwin', 'Jinkins', 'Johnson', 'J.', 'Kilduff', 'Kirby', 'Kloba', 'Kraft', 'Kretz', 'Leavitt', 'Lekanoff', 'Lovick', 'MacEwen', 'Macri', 'Maycumber', 'McCaslin', 'Mead', 'Morgan', 'Mosbrucker', 'Orcutt', 'Ormsby', 'Ortiz-Self', 'Orwall', 'Paul', 'Pellicciotti', 'Peterson', 'Pettigrew', 'Pollet', 'Ramel', 'Ramos', 'Riccelli', 'Robinson', 'Rude', 'Ryu', 'Santos', 'Sells', 'Senn', 'Shea', 'Shewmake', 'Slatter', 'Smith', 'Springer', 'Steele', 'Stokesbary', 'Stonier', 'Sullivan', 'Sutherland', 'Tarleton', 'Thai', 'Tharinger', 'Valdez', 'Van Werven', 'Vick', 'Volz', 'Walen', 'Wilcox', 'Wylie', 'Ybarra', 'Young']","['Corry', 'DeBolt', 'Dent', 'Jenkin', 'Klippert', 'Walsh']",['E2SHB 1272'],91
278,"['Appleton', 'Barkis', 'Bergquist', 'Blake', 'Caldier', 'Callan', 'Chapman', 'Chopp', 'Cody', 'Davis', 'Doglio', 'Dolan', 'Duerr', 'Eslick', 'Fey', 'Fitzgibbon', 'Frame', 'Goodman', 'Gregerson', 'Griffey', 'Hansen', 'Hudgins', 'Jinkins', 'Johnson', 'J.', 'Kilduff', 'Kirby', 'Kloba', 'Leavitt', 'Lekanoff', 'Lovick', 'Macri', 'Mead', 'Morgan', 'Ormsby', 'Ortiz-Self', 'Orwall', 'Paul', 'Pellicciotti', 'Peterson', 'Pettigrew', 'Pollet', 'Ramel', 'Ramos', 'Riccelli', 'Robinson', 'Ryu', 'Santos', 'Sells', 'Senn', 'Shewmake', 'Slatter', 'Springer', 'Stonier', 'Sullivan', 'Tarleton', 'Thai', 'Tharinger', 'Valdez', 'Walen', 'Wylie', 'Young']","['Boehnke', 'Chambers', 'Chandler', 'Corry', 'Dent', 'Dufault', 'Dye', 'Gildon', 'Goehner', 'Graham', 'Harris', 'Hoff', 'Irwin', 'Jenkin', 'Klippert', 'Kraft', 'Kretz', 'Maycumber', 'McCaslin', 'Mosbrucker', 'Orcutt', 'Rude', 'Schmick', 'Shea', 'Smith', 'Steele', 'Stokesbary', 'Sutherland', 'Van Werven', 'Vick', 'Volz', 'Walsh', 'Wilcox', 'Ybarra']",['HB 1278'],62
279,"['Appleton', 'Barkis', 'Bergquist', 'Blake', 'Boehnke', 'Caldier', 'Callan', 'Chambers', 'Chandler', 'Chapman', 'Chopp', 'Cody', 'Corry', 'Davis', 'DeBolt', 'Dent', 'Doglio', 'Dolan', 'Dufault', 'Dye', 'Entenman', 'Eslick', 'Fey', 'Fitzgibbon', 'Frame', 'Gildon', 'Goehner', 'Goodman', 'Graham', 'Gregerson', 'Griffey', 'Hansen', 'Harris', 'Hoff', 'Hudgins', 'Irwin', 'Jenkin', 'Jinkins', 'Kilduff', 'Kirby', 'Klippert', 'Kloba', 'Kretz', 'Leavitt', 'Lekanoff', 'Lovick', 'MacEwen', 'Macri', 'Maycumber', 'McCaslin', 'Mead', 'Morgan', 'Morris', 'Mosbrucker', 'Orcutt', 'Ormsby', 'Ortiz-Self', 'Orwall', 'Paul', 'Pellicciotti', 'Peterson', 'Pettigrew', 'Pollet', 'Ramos', 'Riccelli', 'Robinson', 'Rude', 'Ryu', 'Santos', 'Schmick', 'Sells', 'Senn', 'Shea', 'Shewmake', 'Slatter', 'Smith', 'Springer', 'Stanford', 'Steele', 'Stokesbary', 'Stonier', 'Sullivan', 'Sutherland', 'Tarleton', 'Thai', 'Tharinger', 'Valdez', 'Van Werven', 'Vick', 'Volz', 'Walen', 'Walsh', 'Wilcox', 'Ybarra', 'Young']",['Kraft'],['HB 1279'],95
285,"['Barkis', 'Bergquist', 'Blake', 'Boehnke', 'Caldier', 'Callan', 'Chambers', 'Chandler', 'Chapman', 'Chopp', 'Cody', 'Corry', 'Davis', 'DeBolt', 'Dent', 'Doglio', 'Dolan', 'Dufault', 'Dye', 'Eslick', 'Fey', 'Frame', 'Gildon', 'Goehner', 'Goodman', 'Graham', 'Gregerson', 'Griffey', 'Hansen', 'Harris', 'Hoff', 'Hudgins', 'Irwin', 'Jenkin', 'Jinkins', 'Kilduff', 'Kirby', 'Klippert', 'Kloba', 'Kraft', 'Kretz', 'Leavitt', 'Lekanoff', 'Lovick', 'MacEwen', 'Macri', 'Maycumber', 'McCaslin', 'Morgan', 'Morris', 'Mosbrucker', 'Orcutt', 'Ormsby', 'Ortiz-Self', 'Orwall', 'Paul', 'Pellicciotti', 'Peterson', 'Pettigrew', 'Pollet', 'Ramos', 'Reeves', 'Robinson', 'Rude', 'Ryu', 'Santos', 'Schmick', 'Sells', 'Senn', 'Shea', 'Shewmake', 'Slatter', 'Smith', 'Springer', 'Stanford', 'Steele', 'Stokesbary', 'Stonier', 'Sullivan', 'Sutherland', 'Tarleton', 'Thai', 'Tharinger', 'Valdez', 'Van Werven', 'Vick', 'Volz', 'Walen', 'Walsh', 'Wilcox', 'Wylie', 'Ybarra', 'Young']","['Entenman', 'Fitzgibbon', 'Mead', 'Riccelli']",['HB 1285'],93
293,"['Becker', 'Billig', 'Braun', 'Brown', 'Carlyle', 'Cleveland', 'Conway', 'Darneille', 'Das', 'Dhingra', 'Ericksen', 'Fortunato', 'Frockt', 'Hawkins', 'Hobbs', 'Holy', 'Honeyford', 'Hunt', 'Keiser', 'King', 'Kuderer', 'Liias', 'Lovelett', 'McCoy', 'Mullet', 'Muzzall', 'Nguyen', ""O'Ban"", 'Padden', 'Pedersen', 'Randall', 'Rivers', 'Rolfes', 'Saldaña', 'Salomon', 'Schoesler', 'Sheldon', 'Short', 'Stanford', 'Takko', 'Van De Wege', 'Wagoner', 'Walsh', 'Warnick', 'Wellman', 'Wilson', 'C.', 'Wilson', 'L.', 'Zeiger']",['Hasegawa'],['SHB 1293'],50
